number,value,state,datetime_start,datetime_complete,params,user_attrs,param_max_depth,param_eta,param_subsample,param_colsample_bytree,param_lambda,param_alpha,param_min_child_weight
143,1.7132715940475465,1,2025-10-25 11:56:05.050452,2025-10-25 11:56:06.008483,"{'max_depth': 5, 'eta': 0.012624456304546512, 'subsample': 0.9828712937923757, 'colsample_bytree': 0.5609957851183505, 'lambda': 3.353006451984283e-05, 'alpha': 0.14977567726975013, 'min_child_weight': 2}",{'avg_rmse': 1.7132715940475465},5,0.012624456304546512,0.9828712937923757,0.5609957851183505,3.353006451984283e-05,0.14977567726975013,2
144,1.715469980239868,1,2025-10-25 11:56:06.008724,2025-10-25 11:56:07.019481,"{'max_depth': 5, 'eta': 0.012195576487015363, 'subsample': 0.9834812974602308, 'colsample_bytree': 0.5597961276291593, 'lambda': 2.810922894136142e-05, 'alpha': 0.147110038000765, 'min_child_weight': 2}",{'avg_rmse': 1.715469980239868},5,0.012195576487015363,0.9834812974602308,0.5597961276291593,2.810922894136142e-05,0.147110038000765,2
145,1.8901712894439697,1,2025-10-25 11:56:07.019692,2025-10-25 11:56:07.624936,"{'max_depth': 5, 'eta': 0.010230540259740614, 'subsample': 0.9673075535980387, 'colsample_bytree': 0.6035782941646819, 'lambda': 2.5366002165944593e-05, 'alpha': 0.19067473219329834, 'min_child_weight': 11}",{'avg_rmse': 1.8901712894439697},5,0.010230540259740614,0.9673075535980387,0.6035782941646819,2.5366002165944593e-05,0.19067473219329834,11
146,1.711325740814209,1,2025-10-25 11:56:07.625166,2025-10-25 11:56:09.287515,"{'max_depth': 5, 'eta': 0.008264095744194797, 'subsample': 0.9826495341862918, 'colsample_bytree': 0.5662799017359023, 'lambda': 7.128743106165721e-06, 'alpha': 0.08660924085399452, 'min_child_weight': 2}",{'avg_rmse': 1.711325740814209},5,0.008264095744194797,0.9826495341862918,0.5662799017359023,7.128743106165721e-06,0.08660924085399452,2
147,1.7108352661132813,1,2025-10-25 11:56:09.287726,2025-10-25 11:56:10.633656,"{'max_depth': 5, 'eta': 0.008330333862822522, 'subsample': 0.9868293782228478, 'colsample_bytree': 0.5668179764770445, 'lambda': 3.4105800320304474e-05, 'alpha': 0.07883658108417033, 'min_child_weight': 2}",{'avg_rmse': 1.7108352661132813},5,0.008330333862822522,0.9868293782228478,0.5668179764770445,3.4105800320304474e-05,0.07883658108417033,2
148,1.8276864767074585,1,2025-10-25 11:56:10.633880,2025-10-25 11:56:11.626286,"{'max_depth': 5, 'eta': 0.0083723893937119, 'subsample': 0.9617572247219972, 'colsample_bytree': 0.6079259611436885, 'lambda': 6.273228123173274e-06, 'alpha': 0.09472159323795401, 'min_child_weight': 3}",{'avg_rmse': 1.8276864767074585},5,0.0083723893937119,0.9617572247219972,0.6079259611436885,6.273228123173274e-06,0.09472159323795401,3
149,1.7193832635879516,1,2025-10-25 11:56:11.626527,2025-10-25 11:56:12.826682,"{'max_depth': 5, 'eta': 0.009110431081592917, 'subsample': 0.9898923099958686, 'colsample_bytree': 0.5709071583772735, 'lambda': 7.417149421989286e-06, 'alpha': 0.2600605825978823, 'min_child_weight': 2}",{'avg_rmse': 1.7193832635879516},5,0.009110431081592917,0.9898923099958686,0.5709071583772735,7.417149421989286e-06,0.2600605825978823,2
150,1.7055193424224853,1,2025-10-25 11:56:12.827020,2025-10-25 11:56:14.230499,"{'max_depth': 5, 'eta': 0.007979484162353567, 'subsample': 0.9984628347150312, 'colsample_bytree': 0.5004982338233496, 'lambda': 7.081210521384324e-05, 'alpha': 0.12822999317123102, 'min_child_weight': 1}",{'avg_rmse': 1.7055193424224853},5,0.007979484162353567,0.9984628347150312,0.5004982338233496,7.081210521384324e-05,0.12822999317123102,1
151,1.7053954601287842,1,2025-10-25 11:56:14.230723,2025-10-25 11:56:15.754116,"{'max_depth': 5, 'eta': 0.007940728874811915, 'subsample': 0.9992835885371573, 'colsample_bytree': 0.5016319407104846, 'lambda': 6.36116719466836e-05, 'alpha': 0.12190073929254552, 'min_child_weight': 1}",{'avg_rmse': 1.7053954601287842},5,0.007940728874811915,0.9992835885371573,0.5016319407104846,6.36116719466836e-05,0.12190073929254552,1
152,1.7056036233901977,1,2025-10-25 11:56:15.754343,2025-10-25 11:56:17.617732,"{'max_depth': 5, 'eta': 0.008330868990023794, 'subsample': 0.9999869493337279, 'colsample_bytree': 0.5120188822338521, 'lambda': 1.0635262274405243e-05, 'alpha': 0.12025539094113967, 'min_child_weight': 1}",{'avg_rmse': 1.7056036233901977},5,0.008330868990023794,0.9999869493337279,0.5120188822338521,1.0635262274405243e-05,0.12025539094113967,1
153,1.7109482765197754,1,2025-10-25 11:56:17.617943,2025-10-25 11:56:18.707851,"{'max_depth': 5, 'eta': 0.01005898464552329, 'subsample': 0.970757105920538, 'colsample_bytree': 0.5056029013448563, 'lambda': 3.700157028584362e-05, 'alpha': 0.12780489735590517, 'min_child_weight': 1}",{'avg_rmse': 1.7109482765197754},5,0.01005898464552329,0.970757105920538,0.5056029013448563,3.700157028584362e-05,0.12780489735590517,1
154,1.8828665256500243,1,2025-10-25 11:56:18.708060,2025-10-25 11:56:19.439227,"{'max_depth': 5, 'eta': 0.010956133470761808, 'subsample': 0.9721663888630149, 'colsample_bytree': 0.5046532371148778, 'lambda': 3.840453165828062e-05, 'alpha': 0.12345899624664065, 'min_child_weight': 15}",{'avg_rmse': 1.8828665256500243},5,0.010956133470761808,0.9721663888630149,0.5046532371148778,3.840453165828062e-05,0.12345899624664065,15
155,1.7207408666610717,1,2025-10-25 11:56:19.439632,2025-10-25 11:56:20.628794,"{'max_depth': 5, 'eta': 0.00995677305589078, 'subsample': 0.9681363771553311, 'colsample_bytree': 0.5184081807981723, 'lambda': 1.915915745107417e-05, 'alpha': 0.03942256341533015, 'min_child_weight': 1}",{'avg_rmse': 1.7207408666610717},5,0.00995677305589078,0.9681363771553311,0.5184081807981723,1.915915745107417e-05,0.03942256341533015,1
156,1.705123734474182,1,2025-10-25 11:56:20.629027,2025-10-25 11:56:22.303537,"{'max_depth': 5, 'eta': 0.006991622929633976, 'subsample': 0.9967566244343408, 'colsample_bytree': 0.5001447113045097, 'lambda': 5.677162379720497e-05, 'alpha': 0.17720690332002292, 'min_child_weight': 1}",{'avg_rmse': 1.705123734474182},5,0.006991622929633976,0.9967566244343408,0.5001447113045097,5.677162379720497e-05,0.17720690332002292,1
157,1.7331528186798095,1,2025-10-25 11:56:22.303909,2025-10-25 11:56:23.394855,"{'max_depth': 6, 'eta': 0.014555093363365353, 'subsample': 0.9987406444959083, 'colsample_bytree': 0.5063563483546252, 'lambda': 6.092247810484809e-05, 'alpha': 0.18631760001559866, 'min_child_weight': 2}",{'avg_rmse': 1.7331528186798095},6,0.014555093363365353,0.9987406444959083,0.5063563483546252,6.092247810484809e-05,0.18631760001559866,2
158,1.7159352064132691,1,2025-10-25 11:56:23.395072,2025-10-25 11:56:24.661467,"{'max_depth': 5, 'eta': 0.009174448803248832, 'subsample': 0.9584278494679467, 'colsample_bytree': 0.5200974111293952, 'lambda': 6.208725539339405e-05, 'alpha': 0.13706378322619964, 'min_child_weight': 1}",{'avg_rmse': 1.7159352064132691},5,0.009174448803248832,0.9584278494679467,0.5200974111293952,6.208725539339405e-05,0.13706378322619964,1
159,1.713712453842163,1,2025-10-25 11:56:24.661680,2025-10-25 11:56:26.236424,"{'max_depth': 5, 'eta': 0.006875808669861103, 'subsample': 0.988708540023882, 'colsample_bytree': 0.5361898163700903, 'lambda': 1.0430537274711571e-05, 'alpha': 0.07752782784257137, 'min_child_weight': 1}",{'avg_rmse': 1.713712453842163},5,0.006875808669861103,0.988708540023882,0.5361898163700903,1.0430537274711571e-05,0.07752782784257137,1
160,1.7398184537887573,1,2025-10-25 11:56:26.236641,2025-10-25 11:56:27.244275,"{'max_depth': 6, 'eta': 0.011634092040126854, 'subsample': 0.9984814749015685, 'colsample_bytree': 0.5021914692228115, 'lambda': 6.929683237865368e-05, 'alpha': 0.21119323074667715, 'min_child_weight': 2}",{'avg_rmse': 1.7398184537887573},6,0.011634092040126854,0.9984814749015685,0.5021914692228115,6.929683237865368e-05,0.21119323074667715,2
161,1.7085793256759643,1,2025-10-25 11:56:27.244505,2025-10-25 11:56:28.787881,"{'max_depth': 5, 'eta': 0.008161171524468453, 'subsample': 0.9711040206016361, 'colsample_bytree': 0.5148637688568869, 'lambda': 0.0001360331324854938, 'alpha': 0.17092000653906478, 'min_child_weight': 1}",{'avg_rmse': 1.7085793256759643},5,0.008161171524468453,0.9711040206016361,0.5148637688568869,0.0001360331324854938,0.17092000653906478,1
162,1.7080101251602173,1,2025-10-25 11:56:28.788096,2025-10-25 11:56:30.255203,"{'max_depth': 5, 'eta': 0.008407100059717428, 'subsample': 0.9714930185704721, 'colsample_bytree': 0.527632325503132, 'lambda': 0.000139171908902911, 'alpha': 0.1678912951704553, 'min_child_weight': 1}",{'avg_rmse': 1.7080101251602173},5,0.008407100059717428,0.9714930185704721,0.527632325503132,0.000139171908902911,0.1678912951704553,1
163,1.876060390472412,1,2025-10-25 11:56:30.255421,2025-10-25 11:56:31.022985,"{'max_depth': 5, 'eta': 0.008219891901253997, 'subsample': 0.951599586178258, 'colsample_bytree': 0.5202110675433071, 'lambda': 0.00012393488235457777, 'alpha': 0.1716369055279967, 'min_child_weight': 9}",{'avg_rmse': 1.876060390472412},5,0.008219891901253997,0.951599586178258,0.5202110675433071,0.00012393488235457777,0.1716369055279967,9
164,1.7028093814849854,1,2025-10-25 11:56:31.023189,2025-10-25 11:56:32.555166,"{'max_depth': 5, 'eta': 0.007127800081617884, 'subsample': 0.9736065186817298, 'colsample_bytree': 0.5303218476303253, 'lambda': 0.00020404257943091653, 'alpha': 0.22543342250193915, 'min_child_weight': 1}",{'avg_rmse': 1.7028093814849854},5,0.007127800081617884,0.9736065186817298,0.5303218476303253,0.00020404257943091653,0.22543342250193915,1
165,1.7585437297821045,1,2025-10-25 11:56:32.555387,2025-10-25 11:56:34.699541,"{'max_depth': 10, 'eta': 0.00709653854165699, 'subsample': 0.9648083827460538, 'colsample_bytree': 0.5272342226523248, 'lambda': 0.00021974290556427186, 'alpha': 0.2438409664636858, 'min_child_weight': 1}",{'avg_rmse': 1.7585437297821045},10,0.00709653854165699,0.9648083827460538,0.5272342226523248,0.00021974290556427186,0.2438409664636858,1
166,1.7157105684280396,1,2025-10-25 11:56:34.699747,2025-10-25 11:56:36.034616,"{'max_depth': 5, 'eta': 0.008938076066074182, 'subsample': 0.9735445983852026, 'colsample_bytree': 0.5364711738577481, 'lambda': 0.00016714858310737837, 'alpha': 0.09834294817536081, 'min_child_weight': 2}",{'avg_rmse': 1.7157105684280396},5,0.008938076066074182,0.9735445983852026,0.5364711738577481,0.00016714858310737837,0.09834294817536081,2
167,1.7090609073638916,1,2025-10-25 11:56:36.034823,2025-10-25 11:56:37.603145,"{'max_depth': 5, 'eta': 0.007329284232811508, 'subsample': 0.9990587782249714, 'colsample_bytree': 0.5128939729645096, 'lambda': 7.455458860159976e-05, 'alpha': 0.26667611101649413, 'min_child_weight': 1}",{'avg_rmse': 1.7090609073638916},5,0.007329284232811508,0.9990587782249714,0.5128939729645096,7.455458860159976e-05,0.26667611101649413,1
168,1.7185047626495362,1,2025-10-25 11:56:37.603354,2025-10-25 11:56:39.206023,"{'max_depth': 5, 'eta': 0.0069195821070035055, 'subsample': 0.9995848534611327, 'colsample_bytree': 0.5134948327555021, 'lambda': 7.483194080724125e-05, 'alpha': 0.27967616633519415, 'min_child_weight': 1}",{'avg_rmse': 1.7185047626495362},5,0.0069195821070035055,0.9995848534611327,0.5134948327555021,7.483194080724125e-05,0.27967616633519415,1
169,1.8708632946014405,1,2025-10-25 11:56:39.206397,2025-10-25 11:56:40.234418,"{'max_depth': 6, 'eta': 0.007113236271089379, 'subsample': 0.9417272758858204, 'colsample_bytree': 0.5241992459184358, 'lambda': 7.765993159238003e-05, 'alpha': 0.20240938601254607, 'min_child_weight': 16}",{'avg_rmse': 1.8708632946014405},6,0.007113236271089379,0.9417272758858204,0.5241992459184358,7.765993159238003e-05,0.20240938601254607,16
170,1.7080478429794312,1,2025-10-25 11:56:40.234628,2025-10-25 11:56:41.449049,"{'max_depth': 5, 'eta': 0.009628219849729345, 'subsample': 0.9539056305784254, 'colsample_bytree': 0.5120290366252395, 'lambda': 0.00012594550026897493, 'alpha': 0.2975980626519334, 'min_child_weight': 1}",{'avg_rmse': 1.7080478429794312},5,0.009628219849729345,0.9539056305784254,0.5120290366252395,0.00012594550026897493,0.2975980626519334,1
171,1.6955361366271973,1,2025-10-25 11:56:41.449286,2025-10-25 11:56:42.800197,"{'max_depth': 5, 'eta': 0.009903506045582091, 'subsample': 0.9725611171341588, 'colsample_bytree': 0.5000862647913289, 'lambda': 0.00013701268638328462, 'alpha': 0.28730034199971805, 'min_child_weight': 1}",{'avg_rmse': 1.6955361366271973},5,0.009903506045582091,0.9725611171341588,0.5000862647913289,0.00013701268638328462,0.28730034199971805,1
172,1.7537115812301636,1,2025-10-25 11:56:42.800404,2025-10-25 11:56:43.811337,"{'max_depth': 5, 'eta': 0.009107655198687578, 'subsample': 0.5377672415106178, 'colsample_bytree': 0.5133872524595646, 'lambda': 0.0001196185186438013, 'alpha': 0.318535477462592, 'min_child_weight': 1}",{'avg_rmse': 1.7537115812301636},5,0.009107655198687578,0.5377672415106178,0.5133872524595646,0.0001196185186438013,0.318535477462592,1
173,1.7088523864746095,1,2025-10-25 11:56:43.811550,2025-10-25 11:56:45.321918,"{'max_depth': 5, 'eta': 0.0076079478827683344, 'subsample': 0.9589659582182976, 'colsample_bytree': 0.5050504991011842, 'lambda': 0.00013853334262575116, 'alpha': 0.1768279260984229, 'min_child_weight': 1}",{'avg_rmse': 1.7088523864746095},5,0.0076079478827683344,0.9589659582182976,0.5050504991011842,0.00013853334262575116,0.1768279260984229,1
174,1.7029943227767945,1,2025-10-25 11:56:45.322125,2025-10-25 11:56:46.811538,"{'max_depth': 5, 'eta': 0.007790619322501879, 'subsample': 0.9551314817889883, 'colsample_bytree': 0.5014960655436478, 'lambda': 0.00023208861304470558, 'alpha': 0.1773536176276733, 'min_child_weight': 1}",{'avg_rmse': 1.7029943227767945},5,0.007790619322501879,0.9551314817889883,0.5014960655436478,0.00023208861304470558,0.1773536176276733,1
175,1.7052342891693115,1,2025-10-25 11:56:46.811747,2025-10-25 11:56:48.149201,"{'max_depth': 5, 'eta': 0.010188573598035117, 'subsample': 0.9521441464092039, 'colsample_bytree': 0.5024134231932443, 'lambda': 0.0002283275924114177, 'alpha': 0.11230978919618947, 'min_child_weight': 1}",{'avg_rmse': 1.7052342891693115},5,0.010188573598035117,0.9521441464092039,0.5024134231932443,0.0002283275924114177,0.11230978919618947,1
176,1.733728289604187,1,2025-10-25 11:56:48.149405,2025-10-25 11:56:49.362458,"{'max_depth': 5, 'eta': 0.009668132403374413, 'subsample': 0.9515859597704238, 'colsample_bytree': 0.5274610898517373, 'lambda': 0.00024002731359359673, 'alpha': 0.11204176464929468, 'min_child_weight': 2}",{'avg_rmse': 1.733728289604187},5,0.009668132403374413,0.9515859597704238,0.5274610898517373,0.00024002731359359673,0.11204176464929468,2
177,1.8985373973846436,1,2025-10-25 11:56:49.362673,2025-10-25 11:56:49.958623,"{'max_depth': 5, 'eta': 0.013581767658620075, 'subsample': 0.9705958972446231, 'colsample_bytree': 0.5032994057873047, 'lambda': 0.0001646256256351368, 'alpha': 0.6123488947358346, 'min_child_weight': 13}",{'avg_rmse': 1.8985373973846436},5,0.013581767658620075,0.9705958972446231,0.5032994057873047,0.0001646256256351368,0.6123488947358346,13
178,1.6986175298690795,1,2025-10-25 11:56:49.958857,2025-10-25 11:56:51.004977,"{'max_depth': 5, 'eta': 0.01137300432090215, 'subsample': 0.9615412479082907, 'colsample_bytree': 0.5347411751042797, 'lambda': 5.148058232395508e-05, 'alpha': 0.388943475832809, 'min_child_weight': 1}",{'avg_rmse': 1.6986175298690795},5,0.01137300432090215,0.9615412479082907,0.5347411751042797,5.148058232395508e-05,0.388943475832809,1
179,1.725171160697937,1,2025-10-25 11:56:51.005215,2025-10-25 11:56:52.107297,"{'max_depth': 5, 'eta': 0.010845543334220564, 'subsample': 0.9443650313563309, 'colsample_bytree': 0.5000387681743803, 'lambda': 2.3078910107331442e-05, 'alpha': 0.3674642547220773, 'min_child_weight': 2}",{'avg_rmse': 1.725171160697937},5,0.010845543334220564,0.9443650313563309,0.5000387681743803,2.3078910107331442e-05,0.3674642547220773,2
180,1.702867317199707,1,2025-10-25 11:56:52.107510,2025-10-25 11:56:53.171580,"{'max_depth': 5, 'eta': 0.012119964158741621, 'subsample': 0.9585489982946195, 'colsample_bytree': 0.5365150937158041, 'lambda': 5.045316761117985e-05, 'alpha': 0.5121348325894772, 'min_child_weight': 1}",{'avg_rmse': 1.702867317199707},5,0.012119964158741621,0.9585489982946195,0.5365150937158041,5.045316761117985e-05,0.5121348325894772,1
181,1.7121826648712157,1,2025-10-25 11:56:53.171798,2025-10-25 11:56:54.252087,"{'max_depth': 5, 'eta': 0.012732718175710504, 'subsample': 0.9571345080306659, 'colsample_bytree': 0.5417163260373626, 'lambda': 4.9865326773075664e-05, 'alpha': 0.5208018479598084, 'min_child_weight': 1}",{'avg_rmse': 1.7121826648712157},5,0.012732718175710504,0.9571345080306659,0.5417163260373626,4.9865326773075664e-05,0.5208018479598084,1
182,1.7154404401779175,1,2025-10-25 11:56:54.252456,2025-10-25 11:56:55.395592,"{'max_depth': 5, 'eta': 0.011963615339579122, 'subsample': 0.9633863781275765, 'colsample_bytree': 0.5291552984485006, 'lambda': 4.584586227994991e-05, 'alpha': 0.7538840734395693, 'min_child_weight': 1}",{'avg_rmse': 1.7154404401779175},5,0.011963615339579122,0.9633863781275765,0.5291552984485006,4.584586227994991e-05,0.7538840734395693,1
183,1.6996226549148559,1,2025-10-25 11:56:55.395802,2025-10-25 11:56:56.844363,"{'max_depth': 5, 'eta': 0.010038789487253763, 'subsample': 0.9902565280530278, 'colsample_bytree': 0.5389696717858204, 'lambda': 0.00010077569883416363, 'alpha': 0.3435262659867211, 'min_child_weight': 1}",{'avg_rmse': 1.6996226549148559},5,0.010038789487253763,0.9902565280530278,0.5389696717858204,0.00010077569883416363,0.3435262659867211,1
184,1.7074240922927857,1,2025-10-25 11:56:56.844590,2025-10-25 11:56:58.063878,"{'max_depth': 5, 'eta': 0.009929787150308981, 'subsample': 0.9765859710483428, 'colsample_bytree': 0.5388682921279198, 'lambda': 0.00021591305856340725, 'alpha': 0.3507189058994084, 'min_child_weight': 1}",{'avg_rmse': 1.7074240922927857},5,0.009929787150308981,0.9765859710483428,0.5388682921279198,0.00021591305856340725,0.3507189058994084,1
185,1.7168781518936158,1,2025-10-25 11:56:58.064101,2025-10-25 11:56:59.304623,"{'max_depth': 5, 'eta': 0.011518949162898402, 'subsample': 0.9753470072824868, 'colsample_bytree': 0.5420011596557547, 'lambda': 9.216683729800319e-05, 'alpha': 0.37504809538898437, 'min_child_weight': 2}",{'avg_rmse': 1.7168781518936158},5,0.011518949162898402,0.9753470072824868,0.5420011596557547,9.216683729800319e-05,0.37504809538898437,2
186,1.7254629611968995,1,2025-10-25 11:56:59.304919,2025-10-25 11:57:00.435342,"{'max_depth': 5, 'eta': 0.010438863963550425, 'subsample': 0.9880563439659374, 'colsample_bytree': 0.5314381342501463, 'lambda': 0.00021734786681942405, 'alpha': 0.24075257610574008, 'min_child_weight': 2}",{'avg_rmse': 1.7254629611968995},5,0.010438863963550425,0.9880563439659374,0.5314381342501463,0.00021734786681942405,0.24075257610574008,2
187,1.6953266143798829,1,2025-10-25 11:57:00.435573,2025-10-25 11:57:01.412060,"{'max_depth': 5, 'eta': 0.014088121667558412, 'subsample': 0.9758580123853949, 'colsample_bytree': 0.5008250703452785, 'lambda': 1.2483626254880052e-05, 'alpha': 0.12860631311318377, 'min_child_weight': 1}",{'avg_rmse': 1.6953266143798829},5,0.014088121667558412,0.9758580123853949,0.5008250703452785,1.2483626254880052e-05,0.12860631311318377,1
188,1.7239649295806885,1,2025-10-25 11:57:01.412275,2025-10-25 11:57:02.537951,"{'max_depth': 6, 'eta': 0.014558185606907947, 'subsample': 0.942809438665957, 'colsample_bytree': 0.521535620939463, 'lambda': 1.566025542532804e-05, 'alpha': 0.10650820185448348, 'min_child_weight': 1}",{'avg_rmse': 1.7239649295806885},6,0.014558185606907947,0.942809438665957,0.521535620939463,1.566025542532804e-05,0.10650820185448348,1
189,1.7220651865005494,1,2025-10-25 11:57:02.538156,2025-10-25 11:57:03.914623,"{'max_depth': 5, 'eta': 0.0133671574742348, 'subsample': 0.9884063029651203, 'colsample_bytree': 0.5018110817107929, 'lambda': 1.037545992704606e-05, 'alpha': 0.385819412633322, 'min_child_weight': 2}",{'avg_rmse': 1.7220651865005494},5,0.0133671574742348,0.9884063029651203,0.5018110817107929,1.037545992704606e-05,0.385819412633322,2
190,1.708880400657654,1,2025-10-25 11:57:03.914861,2025-10-25 11:57:05.457216,"{'max_depth': 5, 'eta': 0.0109622409580827, 'subsample': 0.9782905388155904, 'colsample_bytree': 0.5469450324404258, 'lambda': 2.1786281618917203e-05, 'alpha': 0.9596230118482787, 'min_child_weight': 1}",{'avg_rmse': 1.708880400657654},5,0.0109622409580827,0.9782905388155904,0.5469450324404258,2.1786281618917203e-05,0.9596230118482787,1
191,1.710822629928589,1,2025-10-25 11:57:05.457615,2025-10-25 11:57:06.868331,"{'max_depth': 5, 'eta': 0.009028451074707747, 'subsample': 0.9653937626906616, 'colsample_bytree': 0.5240231492933216, 'lambda': 5.286010437182946e-05, 'alpha': 0.21396278180755718, 'min_child_weight': 1}",{'avg_rmse': 1.710822629928589},5,0.009028451074707747,0.9653937626906616,0.5240231492933216,5.286010437182946e-05,0.21396278180755718,1
192,1.7402399063110352,1,2025-10-25 11:57:06.868670,2025-10-25 11:57:07.159771,"{'max_depth': 5, 'eta': 0.1774754948270685, 'subsample': 0.9730051449671934, 'colsample_bytree': 0.5352335734855764, 'lambda': 0.00027101776020591354, 'alpha': 0.055759792127670744, 'min_child_weight': 1}",{'avg_rmse': 1.7402399063110352},5,0.1774754948270685,0.9730051449671934,0.5352335734855764,0.00027101776020591354,0.055759792127670744,1
193,1.703572654724121,1,2025-10-25 11:57:07.159979,2025-10-25 11:57:09.114520,"{'max_depth': 5, 'eta': 0.008874049275666396, 'subsample': 0.989680601247987, 'colsample_bytree': 0.5125357531692734, 'lambda': 1.3236426251339907e-05, 'alpha': 0.12859593446867104, 'min_child_weight': 1}",{'avg_rmse': 1.703572654724121},5,0.008874049275666396,0.989680601247987,0.5125357531692734,1.3236426251339907e-05,0.12859593446867104,1
194,1.7099745750427247,1,2025-10-25 11:57:09.114731,2025-10-25 11:57:10.609548,"{'max_depth': 5, 'eta': 0.01018708148202921, 'subsample': 0.9910786429448676, 'colsample_bytree': 0.5117798548112341, 'lambda': 1.2385932903667746e-05, 'alpha': 0.11714764419349122, 'min_child_weight': 1}",{'avg_rmse': 1.7099745750427247},5,0.01018708148202921,0.9910786429448676,0.5117798548112341,1.2385932903667746e-05,0.11714764419349122,1
195,1.7210967779159545,1,2025-10-25 11:57:10.609993,2025-10-25 11:57:11.500275,"{'max_depth': 5, 'eta': 0.012672407680406488, 'subsample': 0.9861955052450575, 'colsample_bytree': 0.5018956351027226, 'lambda': 2.9052323106776468e-05, 'alpha': 0.2994812229054456, 'min_child_weight': 2}",{'avg_rmse': 1.7210967779159545},5,0.012672407680406488,0.9861955052450575,0.5018956351027226,2.9052323106776468e-05,0.2994812229054456,2
196,1.6994596719741821,1,2025-10-25 11:57:11.500655,2025-10-25 11:57:12.549644,"{'max_depth': 5, 'eta': 0.015558851463357393, 'subsample': 0.9631342212204184, 'colsample_bytree': 0.51309192104646, 'lambda': 1.2317467496557353e-05, 'alpha': 0.0811642515122497, 'min_child_weight': 1}",{'avg_rmse': 1.6994596719741821},5,0.015558851463357393,0.9631342212204184,0.51309192104646,1.2317467496557353e-05,0.0811642515122497,1
197,1.7127857446670531,1,2025-10-25 11:57:12.549849,2025-10-25 11:57:13.618098,"{'max_depth': 5, 'eta': 0.011696690084722055, 'subsample': 0.9608277873909631, 'colsample_bytree': 0.5150617335823638, 'lambda': 1.3146085683692444e-05, 'alpha': 0.1379073299020735, 'min_child_weight': 2}",{'avg_rmse': 1.7127857446670531},5,0.011696690084722055,0.9608277873909631,0.5150617335823638,1.3146085683692444e-05,0.1379073299020735,2
198,1.7087259769439698,1,2025-10-25 11:57:13.618336,2025-10-25 11:57:14.442842,"{'max_depth': 5, 'eta': 0.01592201312064128, 'subsample': 0.9816653630178503, 'colsample_bytree': 0.5010515920683404, 'lambda': 4.5591329625820065e-05, 'alpha': 0.07397000516556224, 'min_child_weight': 1}",{'avg_rmse': 1.7087259769439698},5,0.01592201312064128,0.9816653630178503,0.5010515920683404,4.5591329625820065e-05,0.07397000516556224,1
199,1.7024861574172974,1,2025-10-25 11:57:14.443076,2025-10-25 11:57:15.326652,"{'max_depth': 5, 'eta': 0.01588270266354417, 'subsample': 0.9502847251791161, 'colsample_bytree': 0.5196254246924242, 'lambda': 6.462585040411669e-06, 'alpha': 0.021047512296541015, 'min_child_weight': 1}",{'avg_rmse': 1.7024861574172974},5,0.01588270266354417,0.9502847251791161,0.5196254246924242,6.462585040411669e-06,0.021047512296541015,1
200,1.7416854619979858,1,2025-10-25 11:57:15.326911,2025-10-25 11:57:16.014881,"{'max_depth': 6, 'eta': 0.016968653759475823, 'subsample': 0.9354133469015763, 'colsample_bytree': 0.5115551774323697, 'lambda': 4.3957812615524645e-06, 'alpha': 0.018345679011053488, 'min_child_weight': 2}",{'avg_rmse': 1.7416854619979858},6,0.016968653759475823,0.9354133469015763,0.5115551774323697,4.3957812615524645e-06,0.018345679011053488,2
201,1.7167491674423219,1,2025-10-25 11:57:16.015128,2025-10-25 11:57:16.900927,"{'max_depth': 5, 'eta': 0.01400910382283297, 'subsample': 0.951138586522329, 'colsample_bytree': 0.5195277603305605, 'lambda': 4.95227952320323e-06, 'alpha': 0.034818475426205725, 'min_child_weight': 1}",{'avg_rmse': 1.7167491674423219},5,0.01400910382283297,0.951138586522329,0.5195277603305605,4.95227952320323e-06,0.034818475426205725,1
202,1.6973938941955566,1,2025-10-25 11:57:16.901170,2025-10-25 11:57:17.722528,"{'max_depth': 5, 'eta': 0.015129899526358143, 'subsample': 0.9613322266797495, 'colsample_bytree': 0.5339144163308703, 'lambda': 1.7484966328335913e-05, 'alpha': 0.09249609355297016, 'min_child_weight': 1}",{'avg_rmse': 1.6973938941955566},5,0.015129899526358143,0.9613322266797495,0.5339144163308703,1.7484966328335913e-05,0.09249609355297016,1
203,1.7207504034042358,1,2025-10-25 11:57:17.722736,2025-10-25 11:57:18.560034,"{'max_depth': 5, 'eta': 0.017906837798633533, 'subsample': 0.9996286394478148, 'colsample_bytree': 0.523507054160321, 'lambda': 8.641440178809962e-06, 'alpha': 0.04884219978131467, 'min_child_weight': 1}",{'avg_rmse': 1.7207504034042358},5,0.017906837798633533,0.9996286394478148,0.523507054160321,8.641440178809962e-06,0.04884219978131467,1
204,1.7016149759292603,1,2025-10-25 11:57:18.560245,2025-10-25 11:57:19.490763,"{'max_depth': 5, 'eta': 0.015507691274988649, 'subsample': 0.9626079018332692, 'colsample_bytree': 0.5467609109278267, 'lambda': 1.632137233890954e-05, 'alpha': 0.09288992150206477, 'min_child_weight': 1}",{'avg_rmse': 1.7016149759292603},5,0.015507691274988649,0.9626079018332692,0.5467609109278267,1.632137233890954e-05,0.09288992150206477,1
