number,value,state,datetime_start,datetime_complete,params,user_attrs,param_max_depth,param_eta,param_subsample,param_colsample_bytree,param_lambda,param_alpha,param_min_child_weight
205,1.7146441459655761,1,2025-10-25 11:57:19.490983,2025-10-25 11:57:20.159904,"{'max_depth': 5, 'eta': 0.01909844217602655, 'subsample': 0.9429479868151348, 'colsample_bytree': 0.5329209563138728, 'lambda': 2.047287884225003e-05, 'alpha': 0.0825120283028168, 'min_child_weight': 1}",{'avg_rmse': 1.7146441459655761},5,0.01909844217602655,0.9429479868151348,0.5329209563138728,2.047287884225003e-05,0.0825120283028168,1
206,1.696495246887207,1,2025-10-25 11:57:20.160139,2025-10-25 11:57:20.990488,"{'max_depth': 5, 'eta': 0.01669236179076837, 'subsample': 0.9565058532562202, 'colsample_bytree': 0.5495032115702388, 'lambda': 1.4957419019896518e-05, 'alpha': 0.06359753551972197, 'min_child_weight': 1}",{'avg_rmse': 1.696495246887207},5,0.01669236179076837,0.9565058532562202,0.5495032115702388,1.4957419019896518e-05,0.06359753551972197,1
207,1.7094892024993897,1,2025-10-25 11:57:20.990694,2025-10-25 11:57:21.869172,"{'max_depth': 5, 'eta': 0.015617897384961327, 'subsample': 0.9575875609012953, 'colsample_bytree': 0.5499957124874322, 'lambda': 1.921410413845916e-05, 'alpha': 0.06007923795728603, 'min_child_weight': 2}",{'avg_rmse': 1.7094892024993897},5,0.015617897384961327,0.9575875609012953,0.5499957124874322,1.921410413845916e-05,0.06007923795728603,2
208,1.7036319732666017,1,2025-10-25 11:57:21.869387,2025-10-25 11:57:22.631614,"{'max_depth': 5, 'eta': 0.017617618256195122, 'subsample': 0.9485989561991707, 'colsample_bytree': 0.5506483053153189, 'lambda': 5.380644922895257e-06, 'alpha': 0.08298382969085545, 'min_child_weight': 1}",{'avg_rmse': 1.7036319732666017},5,0.017617618256195122,0.9485989561991707,0.5506483053153189,5.380644922895257e-06,0.08298382969085545,1
209,1.7038494110107423,1,2025-10-25 11:57:22.631821,2025-10-25 11:57:23.499960,"{'max_depth': 5, 'eta': 0.01589207429618233, 'subsample': 0.9360492831814481, 'colsample_bytree': 0.5467506658214312, 'lambda': 3.6026895430274575e-06, 'alpha': 0.048521754651676616, 'min_child_weight': 1}",{'avg_rmse': 1.7038494110107423},5,0.01589207429618233,0.9360492831814481,0.5467506658214312,3.6026895430274575e-06,0.048521754651676616,1
210,1.7203302145004273,1,2025-10-25 11:57:23.500172,2025-10-25 11:57:24.269612,"{'max_depth': 5, 'eta': 0.016441973599999413, 'subsample': 0.9372307610763693, 'colsample_bytree': 0.5483488412439186, 'lambda': 4.377825984810563e-06, 'alpha': 0.044996238364527395, 'min_child_weight': 2}",{'avg_rmse': 1.7203302145004273},5,0.016441973599999413,0.9372307610763693,0.5483488412439186,4.377825984810563e-06,0.044996238364527395,2
211,1.7051308870315551,1,2025-10-25 11:57:24.269822,2025-10-25 11:57:24.999316,"{'max_depth': 5, 'eta': 0.019716949693950738, 'subsample': 0.9479369488931456, 'colsample_bytree': 0.5413961794560899, 'lambda': 8.302554277672382e-06, 'alpha': 0.023191468108072974, 'min_child_weight': 1}",{'avg_rmse': 1.7051308870315551},5,0.019716949693950738,0.9479369488931456,0.5413961794560899,8.302554277672382e-06,0.023191468108072974,1
212,1.699352216720581,1,2025-10-25 11:57:24.999533,2025-10-25 11:57:25.772671,"{'max_depth': 5, 'eta': 0.021449229121307777, 'subsample': 0.945715544393284, 'colsample_bytree': 0.5508234019471998, 'lambda': 5.297791628376952e-06, 'alpha': 0.02603913452392643, 'min_child_weight': 1}",{'avg_rmse': 1.699352216720581},5,0.021449229121307777,0.945715544393284,0.5508234019471998,5.297791628376952e-06,0.02603913452392643,1
213,1.7275375366210937,1,2025-10-25 11:57:25.772871,2025-10-25 11:57:26.683300,"{'max_depth': 5, 'eta': 0.021333365040957064, 'subsample': 0.9301729491775427, 'colsample_bytree': 0.551358459998214, 'lambda': 4.227212056069741e-06, 'alpha': 0.010208373379717438, 'min_child_weight': 1}",{'avg_rmse': 1.7275375366210937},5,0.021333365040957064,0.9301729491775427,0.551358459998214,4.227212056069741e-06,0.010208373379717438,1
214,1.865562343597412,1,2025-10-25 11:57:26.683512,2025-10-25 11:57:27.220848,"{'max_depth': 5, 'eta': 0.01486778475629213, 'subsample': 0.9627012753930173, 'colsample_bytree': 0.5397409029034668, 'lambda': 5.992266612432998e-06, 'alpha': 0.03222815408862858, 'min_child_weight': 20}",{'avg_rmse': 1.865562343597412},5,0.01486778475629213,0.9627012753930173,0.5397409029034668,5.992266612432998e-06,0.03222815408862858,20
215,1.7151841640472412,1,2025-10-25 11:57:27.221094,2025-10-25 11:57:28.085897,"{'max_depth': 5, 'eta': 0.016032064424103987, 'subsample': 0.9442045092436064, 'colsample_bytree': 0.5510358026719816, 'lambda': 1.2458710728610708e-05, 'alpha': 0.02640273868672051, 'min_child_weight': 1}",{'avg_rmse': 1.7151841640472412},5,0.016032064424103987,0.9442045092436064,0.5510358026719816,1.2458710728610708e-05,0.02640273868672051,1
216,1.693804144859314,1,2025-10-25 11:57:28.086152,2025-10-25 11:57:28.872284,"{'max_depth': 5, 'eta': 0.017984000255962942, 'subsample': 0.9635143147800762, 'colsample_bytree': 0.5331961093581769, 'lambda': 3.3331814909876926e-06, 'alpha': 0.015065366591955214, 'min_child_weight': 1}",{'avg_rmse': 1.693804144859314},5,0.017984000255962942,0.9635143147800762,0.5331961093581769,3.3331814909876926e-06,0.015065366591955214,1
217,1.7025599002838134,1,2025-10-25 11:57:28.872511,2025-10-25 11:57:29.680829,"{'max_depth': 5, 'eta': 0.017197489785421488, 'subsample': 0.9619041703386325, 'colsample_bytree': 0.5305797222410185, 'lambda': 3.865610263696032e-06, 'alpha': 0.015285112471722862, 'min_child_weight': 1}",{'avg_rmse': 1.7025599002838134},5,0.017197489785421488,0.9619041703386325,0.5305797222410185,3.865610263696032e-06,0.015285112471722862,1
218,1.705173134803772,1,2025-10-25 11:57:29.681052,2025-10-25 11:57:30.412136,"{'max_depth': 5, 'eta': 0.01811976388024049, 'subsample': 0.9636630799304202, 'colsample_bytree': 0.5303974202257218, 'lambda': 2.325929016245777e-06, 'alpha': 0.01115760474593076, 'min_child_weight': 2}",{'avg_rmse': 1.705173134803772},5,0.01811976388024049,0.9636630799304202,0.5303974202257218,2.325929016245777e-06,0.01115760474593076,2
219,1.6939996004104614,1,2025-10-25 11:57:30.412366,2025-10-25 11:57:31.265878,"{'max_depth': 5, 'eta': 0.017779683746800036, 'subsample': 0.9542588409531528, 'colsample_bytree': 0.5358442875577745, 'lambda': 1.501644369415104e-06, 'alpha': 0.01287669203303813, 'min_child_weight': 1}",{'avg_rmse': 1.6939996004104614},5,0.017779683746800036,0.9542588409531528,0.5358442875577745,1.501644369415104e-06,0.01287669203303813,1
220,1.6999763011932374,1,2025-10-25 11:57:31.266085,2025-10-25 11:57:31.980600,"{'max_depth': 5, 'eta': 0.022430994426766358, 'subsample': 0.9542965334624178, 'colsample_bytree': 0.5377159122987935, 'lambda': 1.7028516758262618e-06, 'alpha': 0.03334801075362269, 'min_child_weight': 1}",{'avg_rmse': 1.6999763011932374},5,0.022430994426766358,0.9542965334624178,0.5377159122987935,1.7028516758262618e-06,0.03334801075362269,1
221,1.6959737062454223,1,2025-10-25 11:57:31.980810,2025-10-25 11:57:32.787085,"{'max_depth': 5, 'eta': 0.021123182908558698, 'subsample': 0.9537215044036708, 'colsample_bytree': 0.5356624161085507, 'lambda': 1.557872218815929e-06, 'alpha': 0.012924186082700184, 'min_child_weight': 1}",{'avg_rmse': 1.6959737062454223},5,0.021123182908558698,0.9537215044036708,0.5356624161085507,1.557872218815929e-06,0.012924186082700184,1
222,1.71080322265625,1,2025-10-25 11:57:32.787298,2025-10-25 11:57:33.472622,"{'max_depth': 5, 'eta': 0.022512636213478182, 'subsample': 0.9571347749226606, 'colsample_bytree': 0.5305202200530423, 'lambda': 1.2731702565604061e-06, 'alpha': 0.015294564298359464, 'min_child_weight': 1}",{'avg_rmse': 1.71080322265625},5,0.022512636213478182,0.9571347749226606,0.5305202200530423,1.2731702565604061e-06,0.015294564298359464,1
223,1.6948650360107422,1,2025-10-25 11:57:33.472835,2025-10-25 11:57:34.235765,"{'max_depth': 5, 'eta': 0.021286878684233155, 'subsample': 0.9644664808611728, 'colsample_bytree': 0.5365237406393627, 'lambda': 2.094438919164423e-06, 'alpha': 0.00799406954529833, 'min_child_weight': 1}",{'avg_rmse': 1.6948650360107422},5,0.021286878684233155,0.9644664808611728,0.5365237406393627,2.094438919164423e-06,0.00799406954529833,1
224,1.7022671937942504,1,2025-10-25 11:57:34.236009,2025-10-25 11:57:34.869790,"{'max_depth': 5, 'eta': 0.021666438559271348, 'subsample': 0.9639742353606854, 'colsample_bytree': 0.536219555514027, 'lambda': 1.721767694379964e-06, 'alpha': 0.014760378565008071, 'min_child_weight': 2}",{'avg_rmse': 1.7022671937942504},5,0.021666438559271348,0.9639742353606854,0.536219555514027,1.721767694379964e-06,0.014760378565008071,2
225,1.7091963768005372,1,2025-10-25 11:57:34.870175,2025-10-25 11:57:35.550678,"{'max_depth': 5, 'eta': 0.020774085088903292, 'subsample': 0.9560274294739762, 'colsample_bytree': 0.5362939058306304, 'lambda': 1.814129307651008e-06, 'alpha': 0.007792298691449999, 'min_child_weight': 2}",{'avg_rmse': 1.7091963768005372},5,0.020774085088903292,0.9560274294739762,0.5362939058306304,1.814129307651008e-06,0.007792298691449999,2
226,1.6921395301818847,1,2025-10-25 11:57:35.550890,2025-10-25 11:57:36.242542,"{'max_depth': 5, 'eta': 0.02273268377407239, 'subsample': 0.9668843472785921, 'colsample_bytree': 0.5268817737646547, 'lambda': 1.5297136754884764e-06, 'alpha': 0.0056158769734679, 'min_child_weight': 1}",{'avg_rmse': 1.6921395301818847},5,0.02273268377407239,0.9668843472785921,0.5268817737646547,1.5297136754884764e-06,0.0056158769734679,1
227,1.6974961280822753,1,2025-10-25 11:57:36.242867,2025-10-25 11:57:36.838607,"{'max_depth': 5, 'eta': 0.026735760490547444, 'subsample': 0.9659671966042178, 'colsample_bytree': 0.5249072696567721, 'lambda': 1.6628459828599768e-06, 'alpha': 0.005418521997592296, 'min_child_weight': 2}",{'avg_rmse': 1.6974961280822753},5,0.026735760490547444,0.9659671966042178,0.5249072696567721,1.6628459828599768e-06,0.005418521997592296,2
228,1.7137294292449952,1,2025-10-25 11:57:36.838829,2025-10-25 11:57:37.380201,"{'max_depth': 5, 'eta': 0.028328268193411364, 'subsample': 0.9663900651920803, 'colsample_bytree': 0.5231493710630672, 'lambda': 1.4475906898892642e-06, 'alpha': 0.003649497433685312, 'min_child_weight': 2}",{'avg_rmse': 1.7137294292449952},5,0.028328268193411364,0.9663900651920803,0.5231493710630672,1.4475906898892642e-06,0.003649497433685312,2
229,1.6919323921203613,1,2025-10-25 11:57:37.380409,2025-10-25 11:57:38.029648,"{'max_depth': 5, 'eta': 0.02640188968402158, 'subsample': 0.9670595003628942, 'colsample_bytree': 0.5266260735152801, 'lambda': 1.828228527590418e-06, 'alpha': 0.005303941837819122, 'min_child_weight': 2}",{'avg_rmse': 1.6919323921203613},5,0.02640188968402158,0.9670595003628942,0.5266260735152801,1.828228527590418e-06,0.005303941837819122,2
230,1.7326343297958373,1,2025-10-25 11:57:38.029861,2025-10-25 11:57:38.672536,"{'max_depth': 6, 'eta': 0.02353403356597637, 'subsample': 0.9437073769018464, 'colsample_bytree': 0.5224258548405358, 'lambda': 1.6744601689127387e-06, 'alpha': 0.006122889342281113, 'min_child_weight': 2}",{'avg_rmse': 1.7326343297958373},6,0.02353403356597637,0.9437073769018464,0.5224258548405358,1.6744601689127387e-06,0.006122889342281113,2
231,1.7037126064300536,1,2025-10-25 11:57:38.672758,2025-10-25 11:57:39.297676,"{'max_depth': 5, 'eta': 0.02462919532287385, 'subsample': 0.9663900000515693, 'colsample_bytree': 0.5374333061551183, 'lambda': 1.0262361805671878e-06, 'alpha': 0.0047665867129658345, 'min_child_weight': 2}",{'avg_rmse': 1.7037126064300536},5,0.02462919532287385,0.9663900000515693,0.5374333061551183,1.0262361805671878e-06,0.0047665867129658345,2
232,1.6937301635742188,1,2025-10-25 11:57:39.297892,2025-10-25 11:57:39.950541,"{'max_depth': 5, 'eta': 0.02019832132436289, 'subsample': 0.9668144932817777, 'colsample_bytree': 0.5280256781036964, 'lambda': 3.005426648734725e-06, 'alpha': 0.01724900953170513, 'min_child_weight': 1}",{'avg_rmse': 1.6937301635742188},5,0.02019832132436289,0.9668144932817777,0.5280256781036964,3.005426648734725e-06,0.01724900953170513,1
233,1.7004283666610718,1,2025-10-25 11:57:39.950776,2025-10-25 11:57:40.591046,"{'max_depth': 5, 'eta': 0.02643623200921845, 'subsample': 0.9652593536414288, 'colsample_bytree': 0.5248563206543218, 'lambda': 2.7740349516900632e-06, 'alpha': 0.015831791308389784, 'min_child_weight': 2}",{'avg_rmse': 1.7004283666610718},5,0.02643623200921845,0.9652593536414288,0.5248563206543218,2.7740349516900632e-06,0.015831791308389784,2
234,1.7058591365814209,1,2025-10-25 11:57:40.591286,2025-10-25 11:57:41.242354,"{'max_depth': 5, 'eta': 0.026748136941446916, 'subsample': 0.9499761833899993, 'colsample_bytree': 0.5228158128555498, 'lambda': 2.042002726059144e-06, 'alpha': 0.00759262477678125, 'min_child_weight': 2}",{'avg_rmse': 1.7058591365814209},5,0.026748136941446916,0.9499761833899993,0.5228158128555498,2.042002726059144e-06,0.00759262477678125,2
235,1.8129821062088012,1,2025-10-25 11:57:41.242579,2025-10-25 11:57:41.691734,"{'max_depth': 5, 'eta': 0.030344149677259305, 'subsample': 0.9664690887547029, 'colsample_bytree': 0.5423165957966954, 'lambda': 3.1577157916557522e-06, 'alpha': 0.013398729040545546, 'min_child_weight': 3}",{'avg_rmse': 1.8129821062088012},5,0.030344149677259305,0.9664690887547029,0.5423165957966954,3.1577157916557522e-06,0.013398729040545546,3
236,1.6961790561676025,1,2025-10-25 11:57:41.691944,2025-10-25 11:57:42.357973,"{'max_depth': 5, 'eta': 0.02169471350001695, 'subsample': 0.9720052704931968, 'colsample_bytree': 0.5167836229579092, 'lambda': 1.6526726698875547e-06, 'alpha': 0.01984168706501904, 'min_child_weight': 2}",{'avg_rmse': 1.6961790561676025},5,0.02169471350001695,0.9720052704931968,0.5167836229579092,1.6526726698875547e-06,0.01984168706501904,2
237,1.7072827816009521,1,2025-10-25 11:57:42.358181,2025-10-25 11:57:43.028654,"{'max_depth': 5, 'eta': 0.021366809041261974, 'subsample': 0.9705768133320495, 'colsample_bytree': 0.5415589440331532, 'lambda': 1.6833140985034895e-06, 'alpha': 0.00891303969992741, 'min_child_weight': 2}",{'avg_rmse': 1.7072827816009521},5,0.021366809041261974,0.9705768133320495,0.5415589440331532,1.6833140985034895e-06,0.00891303969992741,2
238,1.815726637840271,1,2025-10-25 11:57:43.028891,2025-10-25 11:57:43.608603,"{'max_depth': 5, 'eta': 0.019330657605239568, 'subsample': 0.973000923902927, 'colsample_bytree': 0.5298602563222348, 'lambda': 2.7206018156002797e-06, 'alpha': 0.006045212323589975, 'min_child_weight': 3}",{'avg_rmse': 1.815726637840271},5,0.019330657605239568,0.973000923902927,0.5298602563222348,2.7206018156002797e-06,0.006045212323589975,3
239,1.7170934915542602,1,2025-10-25 11:57:43.608814,2025-10-25 11:57:44.182405,"{'max_depth': 5, 'eta': 0.02652848502995307, 'subsample': 0.9624754320485438, 'colsample_bytree': 0.5181555594075299, 'lambda': 1.3834151783802479e-06, 'alpha': 0.004386080758243253, 'min_child_weight': 2}",{'avg_rmse': 1.7170934915542602},5,0.02652848502995307,0.9624754320485438,0.5181555594075299,1.3834151783802479e-06,0.004386080758243253,2
240,1.7138076782226563,1,2025-10-25 11:57:44.182614,2025-10-25 11:57:44.797587,"{'max_depth': 5, 'eta': 0.022921019065308284, 'subsample': 0.9729285652339812, 'colsample_bytree': 0.5523369359702293, 'lambda': 1.9438280728375785e-06, 'alpha': 0.0024002991107480785, 'min_child_weight': 2}",{'avg_rmse': 1.7138076782226563},5,0.022921019065308284,0.9729285652339812,0.5523369359702293,1.9438280728375785e-06,0.0024002991107480785,2
241,1.6936836004257203,1,2025-10-25 11:57:44.797817,2025-10-25 11:57:45.590263,"{'max_depth': 5, 'eta': 0.019988981601910243, 'subsample': 0.9524956030374385, 'colsample_bytree': 0.5192704930365484, 'lambda': 2.8319258500423782e-06, 'alpha': 0.019982633591242725, 'min_child_weight': 1}",{'avg_rmse': 1.6936836004257203},5,0.019988981601910243,0.9524956030374385,0.5192704930365484,2.8319258500423782e-06,0.019982633591242725,1
242,1.852852463722229,1,2025-10-25 11:57:45.590470,2025-10-25 11:57:46.047850,"{'max_depth': 5, 'eta': 0.02017004886702823, 'subsample': 0.953503853194969, 'colsample_bytree': 0.5285286011242251, 'lambda': 2.914638375052349e-06, 'alpha': 0.018035762522781565, 'min_child_weight': 7}",{'avg_rmse': 1.852852463722229},5,0.02017004886702823,0.953503853194969,0.5285286011242251,2.914638375052349e-06,0.018035762522781565,7
243,1.7151261568069458,1,2025-10-25 11:57:46.048063,2025-10-25 11:57:46.755500,"{'max_depth': 5, 'eta': 0.02227809871226997, 'subsample': 0.9410918186558389, 'colsample_bytree': 0.5417865268884388, 'lambda': 1.0488563575131362e-06, 'alpha': 0.013101636753918308, 'min_child_weight': 1}",{'avg_rmse': 1.7151261568069458},5,0.02227809871226997,0.9410918186558389,0.5417865268884388,1.0488563575131362e-06,0.013101636753918308,1
244,1.7041789054870606,1,2025-10-25 11:57:46.755707,2025-10-25 11:57:47.540834,"{'max_depth': 5, 'eta': 0.024246872974908195, 'subsample': 0.9611258840013301, 'colsample_bytree': 0.5167738307404713, 'lambda': 1.530016587955817e-06, 'alpha': 0.02032373798415349, 'min_child_weight': 1}",{'avg_rmse': 1.7041789054870606},5,0.024246872974908195,0.9611258840013301,0.5167738307404713,1.530016587955817e-06,0.02032373798415349,1
245,1.7046520948410033,1,2025-10-25 11:57:47.541050,2025-10-25 11:57:48.313921,"{'max_depth': 5, 'eta': 0.018389935784144603, 'subsample': 0.9769960505632499, 'colsample_bytree': 0.5340364758822909, 'lambda': 2.255755117033533e-06, 'alpha': 0.012304815374391225, 'min_child_weight': 2}",{'avg_rmse': 1.7046520948410033},5,0.018389935784144603,0.9769960505632499,0.5340364758822909,2.255755117033533e-06,0.012304815374391225,2
246,1.7032723665237426,1,2025-10-25 11:57:48.314140,2025-10-25 11:57:49.187991,"{'max_depth': 5, 'eta': 0.026944582901951432, 'subsample': 0.9644582801641602, 'colsample_bytree': 0.5231517725848851, 'lambda': 2.687338753228542e-06, 'alpha': 0.026458936059554197, 'min_child_weight': 1}",{'avg_rmse': 1.7032723665237426},5,0.026944582901951432,0.9644582801641602,0.5231517725848851,2.687338753228542e-06,0.026458936059554197,1
247,1.6969766855239867,1,2025-10-25 11:57:49.188203,2025-10-25 11:57:49.945472,"{'max_depth': 5, 'eta': 0.020487865309585844, 'subsample': 0.9523907312943051, 'colsample_bytree': 0.5129061315014297, 'lambda': 1.8428080405527505e-06, 'alpha': 0.009356093346715338, 'min_child_weight': 1}",{'avg_rmse': 1.6969766855239867},5,0.020487865309585844,0.9523907312943051,0.5129061315014297,1.8428080405527505e-06,0.009356093346715338,1
248,1.7073389291763306,1,2025-10-25 11:57:49.945685,2025-10-25 11:57:50.467753,"{'max_depth': 5, 'eta': 0.03455244687138498, 'subsample': 0.9523422958228979, 'colsample_bytree': 0.5125464986988052, 'lambda': 3.2204682760869984e-06, 'alpha': 0.007666215264501523, 'min_child_weight': 1}",{'avg_rmse': 1.7073389291763306},5,0.03455244687138498,0.9523422958228979,0.5125464986988052,3.2204682760869984e-06,0.007666215264501523,1
249,1.7010422229766846,1,2025-10-25 11:57:50.467979,2025-10-25 11:57:51.334561,"{'max_depth': 5, 'eta': 0.019757313398605723, 'subsample': 0.9303162859282192, 'colsample_bytree': 0.5131625427874957, 'lambda': 1.3046136498295542e-06, 'alpha': 0.005814842814611532, 'min_child_weight': 1}",{'avg_rmse': 1.7010422229766846},5,0.019757313398605723,0.9303162859282192,0.5131625427874957,1.3046136498295542e-06,0.005814842814611532,1
